id,classification,code,description,distributed_to,implanted,name,number,quantity_in_commerce,risk_class,slug,country,manufacturer_id,created_at,updated_at,device_type,device_age_years,is_implanted,quantity_in_commerce_log,risk_class_clean,risk_class_encoded,manufacturer_device_count,manufacturer_name,parent_company,previous_event_count,events_last_1_year,events_last_3_years,events_last_5_years,previous_recall_count,previous_high_severity_event_count,days_since_last_event,recent_event_frequency,manufacturer_event_count,manufacturer_recall_count,manufacturer_event_rate,future_event,device_id,temperature,vibration,power_consumption,voltage,operating_hours,error_rate,battery_health,health_score,rolling_temp_mean_5,rolling_vib_mean_5,rolling_power_mean_5,temperature_change_rate,vibration_change_rate,power_change_rate,voltage_variability,telemetry_failure_label,telemetry_anomaly_score,failure_risk_score,risk_level,anomaly_score,maintenance_priority_score,priority_level
8418,,,,,,Medical gauze sterile and non-sterile bandages according to GOST 1172-93,,0.0,,rus-medical-gauze-sterile-and-non-sterile-bandages-according-to-gost-1172-93,RUS,3152,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,3,LLC EVTEKS,EVERS GRUP RUS OOO,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8418,36.42,0.155,119.51,220.03,2622,0.15,88.9,96.3,36.634,0.1806,120.434,-0.3200000000000003,0.025999999999999995,-0.6999999999999886,0.6815937206283622,0,10.4,59.5,MODERATE,10.4,33.9,MODERATE
8419,,,,,,Medical non-sterile gauze cuts according to TU 9393-012-14959781-2015,,0.0,,rus-medical-non-sterile-gauze-cuts-according-to-tu-9393-012-14959781-2015,RUS,3152,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,3,LLC EVTEKS,EVERS GRUP RUS OOO,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8419,36.13,0.151,123.38,218.02,1251,0.14,89.2,97.2,36.196000000000005,0.18219999999999997,122.864,-0.04999999999999716,-0.064,-4.329999999999998,0.8228487102742439,0,26.5,70.2,HIGH,26.5,42.2,MODERATE
8420,,,,,,Tools cutting Feather with accessories (see Annex on 1 sheet),,0.0,,rus-tools-cutting-feather-with-accessories-see-annex-on-1-sheet,RUS,3153,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Feather Safety Razor Co., LTD.",Feather Safety Razor Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8420,36.61,0.191,131.98,220.21,951,0.39,90.6,94.9,36.684,0.1908,132.996,-0.25,0.01100000000000001,0.5199999999999818,0.6302935823884352,0,26.5,75.3,HIGH,26.5,44.2,MODERATE
8421,,,,,,"Catheters ureteral polymer radiopaque single use sterile (№№ 3, 4, 5, 6, 7, 8, 9) according to TU 9398-063-00480230-2009",,0.0,,rus-catheters-ureteral-polymer-radiopaque-single-use-sterile-3-4-5-6-7-8-9-according-to-tu,RUS,3154,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Infusion,0.0,0,0.0,Class III,4,1,JSC Firm Medpolimer,Firm MEDPOLIMER OAO,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8421,35.88,0.194,120.27,222.1,1918,0.27,89.4,96.7,35.836,0.1758,121.572,0.12000000000000455,0.048000000000000015,-0.5900000000000034,0.36898509454989176,0,19.2,82.6,CRITICAL,19.2,52.8,MODERATE
8422,,,,,,"Napkins pre-injection disinfectant with a solution of alcohol, disposable SPDs- VIPS-MED (SPDs-VM) according to TU 9393-018-39798422-2016",,0.0,,rus-napkins-pre-injection-disinfectant-with-a-solution-of-alcohol-disposable-spds-vips-med,RUS,3155,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Infusion,0.0,0,0.0,Class IIA,2,2,LLC Firm VIPS-MED,Firm VIPS-MED OOO,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8422,48.25,1.822,162.69,218.74,1674,11.58,58.1,0.0,46.827999999999996,1.6488,151.424,0.8999999999999986,0.06900000000000017,14.919999999999987,1.9536939371352096,1,49.1,65.2,HIGH,49.1,45.9,MODERATE
8423,,,,,,"Napkin pre-injection disinfectant with a solution of alcohol, disposable SPDs- VIPS-MED (SPDs-VM) TU 9393-018-39798422-2008, 60х60 mm",,0.0,,rus-napkin-pre-injection-disinfectant-with-a-solution-of-alcohol-disposable-spds-vips-med-spds-vm,RUS,3155,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Infusion,0.0,0,0.0,Class IIA,2,2,LLC Firm VIPS-MED,Firm VIPS-MED OOO,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8423,35.71,0.221,107.45,218.15,953,0.22,90.1,96.9,35.852,0.18080000000000002,108.81400000000001,-0.0899999999999963,0.09,-1.9599999999999937,0.3944616584662096,0,50.7,54.5,MODERATE,50.7,42.0,MODERATE
8424,,,,,,Medical devices for oxygen therapy and artificial respiration in sets and individual packages (see Appendix on 5 sheets),,0.0,,rus-medical-devices-for-oxygen-therapy-and-artificial-respiration-in-sets-and-individual-packages,RUS,3156,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Respiratory,0.0,0,0.0,Class IIA,2,1,"Fisher & Paker Healtht Ltd, New Zealand, Fisher & Paykel Healthcare Ltd.",Fisher & Paykel Healthcare Corporation Limited,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8424,36.34,0.125,115.32,220.63,2556,0.3,88.7,96.6,36.29,0.1742,115.042,0.10000000000000142,-0.086,-0.9400000000000119,0.6189911146373879,0,16.5,62.3,HIGH,16.5,36.5,MODERATE
8425,,,,,,"Fisher & Paykel Healthcare IW900 series of resuscitation for newborns, with accessories ",,0.0,,rus-fisher-paykel-healthcare-iw900-series-of-resuscitation-for-newborns-with-accessories,RUS,3157,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,Fisher & Paykel Healthcare Limited,Fisher & Paykel Healthcare Corporation Limited,1.0,1.0,1.0,1.0,0.0,0.0,295.0,1.0,1.0,0.0,1.0,0,8425,37.05,0.117,126.91,219.04,3005,0.17,88.0,95.2,37.251999999999995,0.1608,126.62,-0.1600000000000037,-0.053000000000000005,-0.4000000000000057,0.7670919110510712,0,47.9,3.2,LOW,47.9,22.8,LOW
8426,,,,,,Compressor inhaler for aerosol therapy Boreal F400 with accessories (see Annex on 1 sheet),,0.0,,rus-compressor-inhaler-for-aerosol-therapy-boreal-f400-with-accessories-see-annex-on-1-sheet,RUS,3158,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,Fly Nuova S.P.A.,Flaem Nuova Spa,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8426,37.4,0.178,121.23,218.76,3077,0.52,89.3,92.4,37.25,0.2,120.424,0.04999999999999716,0.01899999999999999,1.230000000000004,0.5746042116100466,0,22.4,73.8,HIGH,22.4,42.6,MODERATE
8427,,,,,,"Highways for Volumat Agilia volumetric pumps, Module MVP PT, Optima PT, Module MVP MS, Optima MS (see Appendix on 1 page)",,0.0,,rus-highways-for-volumat-agilia-volumetric-pumps-module-mvp-pt-optima-pt-module-mvp-ms-optima-ms,RUS,3159,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Infusion,0.0,0,0.0,Class IIB,3,1,Fresenius Kabi AG,Fresenius SE & Co KGaA,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8427,48.31,1.898,159.78,219.88,2643,12.26,57.9,0.0,47.214,1.7318000000000002,157.84,0.8500000000000014,0.052999999999999936,6.349999999999994,5.121853180246378,1,48.3,62.8,HIGH,48.3,48.4,MODERATE
8428,,,,,,"“Non-sterile gauze medical bandage 5m x 10cm”, date of manufacture 2015,",,0.0,,rus-non-sterile-gauze-medical-bandage-5m-x-10cm-date-of-manufacture-2015,RUS,3160,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,LLC Garant-Novgorod,GARANT - NOVGOROD OOO,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8428,37.84,0.229,130.88,220.63,1654,0.37,91.8,91.5,37.732,0.19260000000000002,127.91999999999999,-0.13999999999999346,0.07100000000000001,5.739999999999995,0.5599732136451381,0,45.8,74.1,HIGH,45.8,48.6,MODERATE
8429,,,,,,"Small dental instrument sterilizer electric with glass balls SS-01 ""Thermoest""",,0.0,,rus-small-dental-instrument-sterilizer-electric-with-glass-balls-ss-01-thermoest,RUS,3161,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,CJSC Geosoft Dent,GEOSOFT DENT ZAO,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8429,36.67,0.179,114.54,220.19,2421,0.41,89.7,94.7,36.71,0.16840000000000002,115.204,0.0,0.0030000000000000027,-2.4499999999999886,0.38487660360170156,0,5.8,74.3,HIGH,5.8,38.7,MODERATE
8430,,,,,,Instruments for cardiovascular surgery,,0.0,,rus-instruments-for-cardiovascular-surgery,RUS,3162,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,MAQUET CARDIOVASCULAR LLC,Getinge AB,1.0,0.0,1.0,1.0,0.0,0.0,436.0,0.0,1.0,0.0,1.0,0,8430,48.33,1.931,163.18,222.51,2186,12.4,55.7,0.0,47.222,1.7920000000000003,155.928,0.759999999999998,0.119,5.980000000000018,0.3837056163258087,1,63.5,3.6,LOW,63.5,26.8,LOW
8431,,,,,,Reagents for in vitro determination of biochemical blood parameters (see Appendix on 2 sheets),,0.0,,rus-reagents-for-in-vitro-determination-of-biochemical-blood-parameters-see-appendix-on-2-sheets,RUS,3163,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,BioSystems SA,Ginper Sl,1.0,1.0,1.0,1.0,0.0,0.0,16.0,1.0,1.0,0.0,1.0,0,8431,36.39,0.163,120.77,219.02,749,0.5,91.4,95.9,36.314,0.1516,118.952,0.060000000000002274,0.036000000000000004,3.9399999999999977,0.27889065957832454,0,8.6,2.9,LOW,8.6,12.8,LOW
8432,,,,,,"Sterile single-use polymer bags for taking, storing and transporting blood and its components, empty and with hemoconservative solutions",,0.0,,rus-sterile-single-use-polymer-bags-for-taking-storing-and-transporting-blood-and-its-components,RUS,3164,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,Green Cross Medical Science Corporation,Green Cross Medical Science Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8432,36.32,0.242,117.23,219.14,829,0.24,88.4,94.4,36.257999999999996,0.18680000000000002,118.77000000000001,-0.20000000000000284,0.07799999999999999,-2.2099999999999937,0.49347745642537594,0,28.4,73.6,HIGH,28.4,44.0,MODERATE
8433,,,,,,"Injection syringe with needle, HELMJECT®",,0.0,,rus-injection-syringe-with-needle-helmject,RUS,3165,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Infusion,0.0,0,0.0,Class IIA,2,4,Helm Medical GmbH,Helm Medical GmbH,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8433,36.77,0.188,118.69,218.84,2661,0.49,90.4,94.2,36.876,0.19939999999999997,117.57000000000001,-0.04999999999999716,-0.021999999999999992,1.4899999999999949,0.39726565419126425,0,10.7,62.0,HIGH,10.7,35.0,MODERATE
8434,,,,,,"Catgut plain polished sterile, with needles and without needles",,0.0,,rus-catgut-plain-polished-sterile-with-needles-and-without-needles,RUS,3165,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,4,Helm Medical GmbH,Helm Medical GmbH,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8434,36.49,0.138,122.76,220.87,1846,0.45,91.4,96.3,36.492000000000004,0.14980000000000002,122.93800000000002,-0.0799999999999983,-0.055999999999999994,-2.1799999999999926,0.20518284528701716,0,11.2,62.5,HIGH,11.2,35.3,MODERATE
8435,,,,,,Foley catheter balloon latex siliconized,,0.0,,rus-foley-catheter-balloon-latex-siliconized,RUS,3165,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Infusion,0.0,0,0.0,Class III,4,4,Helm Medical GmbH,Helm Medical GmbH,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8435,36.51,0.149,112.92,219.12,2133,0.15,91.3,96.9,36.624,0.1874,112.898,-0.10000000000000142,-0.03,-3.3499999999999943,0.08757853618331142,0,21.0,63.4,HIGH,21.0,45.6,MODERATE
8436,,,,,,Disposable intravenous catheter,,0.0,,rus-disposable-intravenous-catheter,RUS,3165,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Infusion,0.0,0,0.0,Class III,4,4,Helm Medical GmbH,Helm Medical GmbH,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8436,36.93,0.216,117.05,221.24,3139,0.42,89.4,93.2,36.989999999999995,0.19619999999999999,117.22200000000001,0.060000000000002274,0.044999999999999984,-0.8100000000000023,0.45052191955558235,0,18.0,57.8,MODERATE,18.0,42.6,MODERATE
8437,,,,,,Medical polymer products for anaesthesiology and resuscitation (see Annex on 1 sheet),,0.0,,rus-medical-polymer-products-for-anaesthesiology-and-resuscitation-see-annex-on-1-sheet,RUS,3166,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,GuEm Gesellshchafur Fyur Haumkeir und Medical technician mbH,HUM Gesellschaft für Homecare und Medizintechnik mbH,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8437,36.18,0.218,125.72,220.51,2208,0.91,89.2,93.4,36.28,0.1936,125.564,0.0899999999999963,0.036000000000000004,-0.5100000000000051,0.6550954128979366,0,35.7,75.6,HIGH,35.7,46.7,MODERATE
8438,,,,,,Coronary stent MGuard Prime with delivery system,,0.0,,rus-coronary-stent-mguard-prime-with-delivery-system,RUS,3167,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Surgical,0.0,0,0.0,Class III,4,1,InspireMD Ltd.,"InspireMD, Inc.",1.0,0.0,1.0,1.0,0.0,0.0,491.0,0.0,1.0,0.0,1.0,0,8438,36.57,0.216,120.2,220.4,748,0.13,91.6,95.6,36.472,0.19019999999999998,115.39200000000001,-0.04999999999999716,0.031,7.740000000000009,0.4501444212694889,0,17.2,2.2,LOW,17.2,22.2,LOW
8439,,,,,,"DuraGen, DuraGen Plus, Suturable DuraGen Plastic Implants",,0.0,,rus-duragen-duragen-plus-suturable-duragen-plastic-implants,RUS,3168,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Implantable,0.0,0,0.0,Class III,4,1,Integra LifeScience Corporation,Integra LifeSciences Holdings Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8439,35.72,0.203,117.86,220.91,1110,0.63,91.3,96.4,35.833999999999996,0.2068,119.19800000000001,-0.1600000000000037,-0.005999999999999978,0.2600000000000051,0.8027266035207835,0,21.3,77.8,HIGH,21.3,51.4,MODERATE
8440,,,,,,Barrier Easy Warm Patient Heating Blanket with Active Self Heating Technology,,0.0,,rus-barrier-easy-warm-patient-heating-blanket-with-active-self-heating-technology,RUS,3169,2022-08-04 08:30:55 UTC,2022-08-04 08:30:55 UTC,Other,0.0,0,0.0,Class IIA,2,1,Melnlike Health Kea AB,Investor AB,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8440,47.99,1.841,172.39,226.01,2806,11.52,58.0,0.0,46.33,1.641,164.786,0.9699999999999989,0.10499999999999998,7.149999999999977,3.6118111800037087,1,63.0,78.6,HIGH,63.0,54.7,MODERATE
8441,,,,,,Probe urogenital disposable Dafina-Alayf (see Annex on 1 sheet),,0.0,,rus-probe-urogenital-disposable-dafina-alayf-see-annex-on-1-sheet,RUS,3170,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,"Jiangsu Kangjin Medical Instrument Co., Ltd., China, Jiangsu Kangjin Medical Instrument Co., Ltd.",Jiangsu Kangjin Medical Instrument Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8441,48.33,1.907,158.12,223.98,2620,12.06,55.1,0.0,47.622,1.7382000000000002,157.958,-0.10000000000000142,0.15100000000000002,-20.22999999999999,2.2953823210960085,1,52.6,58.3,MODERATE,52.6,44.0,MODERATE
8442,,,,,,Calaprike APEXMED,,0.0,,rus-calaprike-apexmed,RUS,3171,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Jiangsu Kaishou Medical Apparatus Co., Ltd., China, Jiangsu Kaishou Medical Apparatus, Co., Ltd.",Jiangsu Kangjin Medical Instrument Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8442,36.5,0.147,114.73,218.61,746,0.15,92.3,97.3,36.326,0.1508,120.30999999999999,0.240000000000002,0.041999999999999996,-5.929999999999993,0.40912100899356896,0,26.1,68.2,HIGH,26.1,41.3,MODERATE
8443,,,,,,"Test tubes for vacuum sampling, storage and transportation of blood samples with accessories (see Appendix on 1 sheet)",,0.0,,rus-test-tubes-for-vacuum-sampling-storage-and-transportation-of-blood-samples-with-accessories-see,RUS,3172,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,"JIANGSU KANGJIAN MEDICAL APPARATUS KO., LTD.",Jiangsu Kangjian Medical Apparatus Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8443,37.0,0.206,121.36,219.67,554,0.33,91.4,94.1,36.88,0.194,119.44199999999998,0.2700000000000031,-0.01200000000000001,3.950000000000003,0.5058359417834202,0,6.7,79.0,HIGH,6.7,40.8,MODERATE
8444,,,,,,The adhesive plaster LEIKO fixing medical,,0.0,,rus-the-adhesive-plaster-leiko-fixing-medical,RUS,3173,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Other,0.0,0,0.0,Class IIA,2,3,"Jiangsu Nanfang Medical Co., Ltd.","Jiangsu Nanfang Medical Co., Ltd.",0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8444,36.69,0.235,109.76,221.05,997,0.37,88.9,93.4,36.958,0.2232,111.498,-0.28000000000000114,0.01999999999999999,-4.589999999999989,0.5449128370666071,0,38.7,67.5,HIGH,38.7,44.2,MODERATE
8445,,,,,,Adhesive plaster LEIKO (LEIKO) bactericidal,,0.0,,rus-adhesive-plaster-leiko-leiko-bactericidal,RUS,3173,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Other,0.0,0,0.0,Class IIA,2,3,"Jiangsu Nanfang Medical Co., Ltd.","Jiangsu Nanfang Medical Co., Ltd.",0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8445,37.06,0.223,119.41,217.53,1144,0.42,93.2,93.8,37.268,0.1986,119.396,-0.35999999999999943,0.07200000000000001,-2.2900000000000063,0.6328348915790836,0,49.2,48.2,MODERATE,49.2,39.1,MODERATE
8446,,,,,,The adhesive LEIKO plaster (LEIKO) fixing medical,,0.0,,rus-the-adhesive-leiko-plaster-leiko-fixing-medical,RUS,3173,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Other,0.0,0,0.0,Class IIA,2,3,"Jiangsu Nanfang Medical Co., Ltd.","Jiangsu Nanfang Medical Co., Ltd.",0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8446,36.25,0.202,123.51,219.37,2930,0.14,91.2,96.5,36.254,0.18480000000000002,122.94000000000001,-0.10000000000000142,0.025000000000000022,-0.3199999999999932,0.7726383371280485,0,17.5,60.5,HIGH,17.5,36.1,MODERATE
8447,,,,,,Urogenital disposable sterile probes (see Annex on 1 sheet),,0.0,,rus-urogenital-disposable-sterile-probes-see-annex-on-1-sheet,RUS,3174,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,2,"Jiangsu Yada Technology Group Co., Ltd., China, Jiangsu Yada Technology Group Co., Ltd.",Jiangsu Yada Technology Group Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8447,48.14,1.896,147.15,215.78,1252,11.5,58.7,0.0,46.524,1.6764,159.85399999999998,1.009999999999998,0.09299999999999997,-12.960000000000008,3.9451831389683774,1,53.8,71.3,HIGH,53.8,49.5,MODERATE
8448,,,,,,Disposable medical products for primary processing of newborns (see Annex on 1 sheet),,0.0,,rus-disposable-medical-products-for-primary-processing-of-newborns-see-annex-on-1-sheet,RUS,3174,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Other,0.0,0,0.0,Class IIA,2,2,"Jiangsu Yada Technology Group Co., Ltd., China, Jiangsu Yada Technology Group Co., Ltd.",Jiangsu Yada Technology Group Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8448,47.81,1.899,154.29,218.27,1278,11.75,57.3,0.0,46.818,1.7187999999999999,158.14600000000002,0.4299999999999997,0.127,-7.0400000000000205,2.8949438681950572,1,35.3,64.9,HIGH,35.3,42.3,MODERATE
8449,,,,,,Systems: infusion and transfusion,,0.0,,rus-systems-infusion-and-transfusion,RUS,3175,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Infusion,0.0,0,0.0,Class IIA,2,1,LLC Jiangxi Medical Equipment Group Hunda,,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8449,37.31,0.155,124.65,220.37,3285,0.38,92.0,94.3,37.39,0.15760000000000002,126.138,0.1600000000000037,-0.0050000000000000044,1.75,0.49927948085213364,0,14.9,68.8,HIGH,14.9,38.7,MODERATE
8450,,,,,,System for external ventricular drainage EDS,,0.0,,rus-system-for-external-ventricular-drainage-eds,RUS,3176,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Codman and Shurtleff, Inc.",Johnson & Johnson,1.0,0.0,1.0,1.0,0.0,0.0,366.0,0.0,1.0,0.0,1.0,0,8450,36.07,0.15,121.45,220.47,2866,0.2,89.6,97.3,36.339999999999996,0.1742,122.63399999999999,-0.4799999999999969,-0.07600000000000001,0.8900000000000006,0.3104351784190439,0,8.2,3.6,LOW,8.2,13.0,LOW
8451,,,,,,Hip joint endoprostheses with tools and accessories for their installation: DePuy Charnley pin and handle retractor set (Orthopedic surgical instrument for TETBS),,0.0,,rus-hip-joint-endoprostheses-with-tools-and-accessories-for-their-installation-depuy-charnley-pin,RUS,3177,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Surgical,0.0,0,0.0,Class IIA,2,3,DePuy International Ltd.,Johnson & Johnson,1.0,0.0,1.0,1.0,0.0,0.0,420.0,0.0,2.0,0.0,0.667,0,8451,36.61,0.157,115.25,218.0,2054,0.22,90.0,95.9,36.438,0.17560000000000003,115.28799999999998,0.3399999999999963,-0.028999999999999998,1.0,0.5920135133592123,0,18.6,3.9,LOW,18.6,15.7,LOW
8452,,,,,,Endoprosthesis installation tools,,0.0,,rus-endoprosthesis-installation-tools,RUS,3177,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Implantable,0.0,0,0.0,Class IIA,2,3,DePuy International Ltd.,Johnson & Johnson,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,2.0,0.0,0.667,1,8452,35.9,0.19,121.56,220.22,1982,1.09,88.4,94.0,35.803999999999995,0.2262,122.106,0.4399999999999977,-0.04799999999999999,0.39000000000000057,0.36719204784419945,0,36.8,88.4,CRITICAL,36.8,52.1,MODERATE
8453,,,,,,Knee Endoprostheses,,0.0,,rus-knee-endoprostheses,RUS,3177,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Other,0.0,0,0.0,Class IIA,2,3,DePuy International Ltd.,Johnson & Johnson,1.0,0.0,1.0,1.0,0.0,0.0,466.0,0.0,2.0,0.0,0.667,0,8453,48.68,1.903,139.74,217.54,901,11.93,59.9,0.0,47.532000000000004,1.73,149.902,0.6000000000000014,0.129,-8.299999999999983,2.5123554684798086,1,58.3,2.4,LOW,58.3,25.0,LOW
8454,,,,,,Implantable pads for arthroscopic surgery,,0.0,,rus-implantable-pads-for-arthroscopic-surgery,RUS,3178,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Implantable,0.0,0,0.0,Class III,4,1,"DePuy Mitek, Inc.",Johnson & Johnson,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,8454,36.94,0.198,124.75,219.46,1981,0.33,90.2,94.0,37.136,0.188,126.91799999999998,-0.28999999999999915,0.05300000000000002,-4.180000000000007,0.39658542585419976,0,9.3,78.8,HIGH,9.3,48.8,MODERATE
8455,,,,,,Implants and materials for surgery,,0.0,,rus-implants-and-materials-for-surgery,RUS,3179,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Implantable,0.0,0,0.0,Class III,4,1,Ethicon,Johnson & Johnson,1.0,0.0,1.0,1.0,0.0,0.0,393.0,0.0,1.0,0.0,1.0,0,8455,36.46,0.214,120.9,221.24,3249,0.49,92.6,95.1,36.494,0.191,122.36399999999999,-0.4299999999999997,0.059,0.30000000000001137,0.27700180504824834,0,21.3,5.1,LOW,21.3,24.4,LOW
8456,,,,,,Ultrasonic instruments for electrosurgical generator ultrasonic GEN11,,0.0,,rus-ultrasonic-instruments-for-electrosurgical-generator-ultrasonic-gen11,RUS,3180,2022-08-04 08:30:56 UTC,2022-08-04 08:30:56 UTC,Surgical,0.0,0,0.0,Class IIA,2,1,"Etikon Endo-Sergieri, El-El-Sea",Johnson & Johnson,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,8456,36.51,0.245,115.15,220.16,590,0.39,90.8,94.2,36.318,0.1958,112.73200000000001,0.10999999999999943,0.02099999999999999,2.660000000000011,0.38565528649303205,0,19.6,72.4,HIGH,19.6,41.4,MODERATE
